CRIM,ZN,INDUS,CHAS,NOX,RM,AGE,DIS,RAD,TAX,PTRATIO,B,LSTAT,PRICE
2.1070496386720317,94.44485826943034,29.192303937368948,1,0.6211694232712346,3.001793816504386,16.61849996097492,7.521040182507974,5,415,19.577666581762223,216.2443977298916,0.2760269287613837,16.66981347290635
9.574480190380962,64.17343972985582,22.778775207554208,0,0.5704675274930091,3.9234574500783577,33.27294765103791,1.7531587864958427,22,659,10.777124183917255,339.8400699929832,18.817752019079347,27.668530280207865
0.088632851134689,67.1479148667207,29.032843958086858,1,0.401459218040335,3.723495642923286,93.99243728857088,9.876042893363216,1,242,15.32360234861315,192.05397585534928,9.491262221630487,30.856044405666523
9.978208556819782,63.22821536376399,13.192214595237257,0,0.6133939604498226,3.700702083205833,34.30267125900244,2.8203755857430237,15,574,13.033642822141704,149.28294764205074,29.19434134280726,43.18052398070793
6.768212988573956,19.899213895943678,8.351054449879697,1,0.4301286520843881,3.204559859296388,98.81240759546354,7.827373353821355,6,222,13.928390764814024,197.29899721039433,5.811511523288936,27.36662133330939
8.28469299449117,41.833386410228016,23.9487959162756,0,0.8874925411937746,3.561372811231505,48.523045576535615,4.862365710903957,12,354,11.79651217955342,231.65192161401964,10.374857109287817,44.49323105177694
2.9461939634619316,75.09397983633183,9.787617541234404,0,0.46706474839567197,4.66664870965686,17.916391829015087,7.152523145731767,8,385,15.780721020124126,75.63106151133954,10.735234759245996,35.91731535227287
0.14315277667059978,10.137289755315916,8.981501211160449,1,0.34685224422762706,3.8740832185132335,89.11400917935094,1.2894066315468975,13,448,19.579793532488907,360.3630921067963,0.2535448818738162,10.654986971191123
7.3786951856153005,27.785277608971228,6.975179766234936,1,0.7418929102537875,4.252184346987444,46.03553731348269,0.2029535990592879,19,436,15.03072600271609,269.67477953184556,25.17623859118377,12.81657191964193
8.341445970006758,27.631910846585363,3.8903693467270606,1,0.7761837861755213,4.130600641041566,70.96713435045244,10.914773128563613,1,492,10.829145813944812,253.30756693499558,0.9598338043297416,26.85168627248854
7.404761319535192,43.2018927594506,7.693891830502979,0,0.9975304490244044,5.627714774999683,98.37115832091517,3.2355601052061935,11,333,16.200013334774084,39.79849047225525,28.205395041877242,24.84446965445198
1.428502873008386,98.0368740942185,10.65959245421663,1,0.7615852899341455,5.715896997031546,5.0175350319974,9.83612403336551,20,520,13.40222994451257,241.66957526903673,26.76223053280862,42.177213481864726
7.53427922256969,6.750254668382194,20.219826244371912,1,0.5763846829787566,4.47887091496758,9.669455978756714,11.992203605666402,1,589,18.55925189591298,48.38426489539693,16.065657482578906,34.036856989867594
7.689227821076409,51.870099438059505,1.8769452665835473,0,0.9424095052210564,3.990467850946813,72.04567414627562,2.537175095986934,8,633,14.346781483164701,31.479070078159623,16.307867247338763,24.406654050112465
6.585405156700549,17.936468201221047,6.3152081899602885,1,0.7322231145499369,3.320402112007091,28.1825003295472,3.182048894200267,5,221,11.928396089422456,210.92435825695733,19.61333768868469,13.538014172519281
7.661159327955862,97.06765454097442,24.27070920875029,0,0.3634242277049534,5.860208638146285,18.430139695009906,7.954317451615989,17,560,11.91105622691145,161.114213618598,11.611500358046609,16.341855116274758
8.459214396777321,11.33035047274642,4.407657707513123,1,0.7526804482505973,3.180680834700892,3.9361879819729495,11.585383615207455,8,287,17.687641807211605,235.5241080624893,19.416668501935664,33.77505092345295
6.136041142374584,40.36010023615913,10.279354395675647,0,1.02641483633733,3.8929508327048414,2.1846711986201806,10.989772178288927,10,352,12.6558759830736,35.68886722289544,1.3430516606546061,26.171940244989624
0.8860471396967906,73.78849848346061,25.939767655744202,0,0.6170501003985764,3.8941986035100125,77.4485603119791,6.034506240787019,2,324,17.67233394159223,172.39322513890335,1.621428820491797,30.746375443033603
4.876278096672109,70.45544280274453,4.64775933430328,1,0.53706064151984,3.9612038584206446,13.443342736955,9.541323390320695,9,278,12.058873107665994,69.9146860180632,13.71691258858633,13.533871765111684
